horizon_months,step,date,forecast
12,12,2026-09,272.458
13,1,2025-10,272.458
13,2,2025-11,272.458
13,3,2025-12,272.458
13,4,2026-01,272.458
13,5,2026-02,272.458
13,6,2026-03,272.458
13,7,2026-04,272.458
13,8,2026-05,272.458
13,9,2026-06,272.458
13,10,2026-07,272.458
13,11,2026-08,272.458
13,12,2026-09,272.458
13,13,2026-10,272.458
14,1,2025-10,272.458
14,2,2025-11,272.458
14,3,2025-12,272.458
14,4,2026-01,272.458
14,5,2026-02,272.458
14,6,2026-03,272.458
14,7,2026-04,272.458
14,8,2026-05,272.458
14,9,2026-06,272.458
14,10,2026-07,272.458
14,11,2026-08,272.458
14,12,2026-09,272.458
14,13,2026-10,272.458
14,14,2026-11,272.458
15,1,2025-10,272.458
15,2,2025-11,272.458
15,3,2025-12,272.458
15,4,2026-01,272.458
15,5,2026-02,272.458
15,6,2026-03,272.458
15,7,2026-04,272.458
15,8,2026-05,272.458
15,9,2026-06,272.458
15,10,2026-07,272.458
15,11,2026-08,272.458
15,12,2026-09,272.458
15,13,2026-10,272.458
15,14,2026-11,272.458
15,15,2026-12,272.458
16,1,2025-10,272.458
16,2,2025-11,272.458
16,3,2025-12,272.458
16,4,2026-01,272.458
16,5,2026-02,272.458
16,6,2026-03,272.458
16,7,2026-04,272.458
16,8,2026-05,272.458
16,9,2026-06,272.458
16,10,2026-07,272.458
16,11,2026-08,272.458
16,12,2026-09,272.458
16,13,2026-10,272.458
16,14,2026-11,272.458
16,15,2026-12,272.458
16,16,2027-01,272.458
17,1,2025-10,272.458
17,2,2025-11,272.458
17,3,2025-12,272.458
17,4,2026-01,272.458
17,5,2026-02,272.458
17,6,2026-03,272.458
17,7,2026-04,272.458
17,8,2026-05,272.458
17,9,2026-06,272.458
17,10,2026-07,272.458
17,11,2026-08,272.458
17,12,2026-09,272.458
17,13,2026-10,272.458
17,14,2026-11,272.458
17,15,2026-12,272.458
17,16,2027-01,272.458
17,17,2027-02,272.458
18,1,2025-10,272.458
18,2,2025-11,272.458
18,3,2025-12,272.458
18,4,2026-01,272.458
18,5,2026-02,272.458
18,6,2026-03,272.458
18,7,2026-04,272.458
18,8,2026-05,272.458
18,9,2026-06,272.458
18,10,2026-07,272.458
18,11,2026-08,272.458
18,12,2026-09,272.458
18,13,2026-10,272.458
18,14,2026-11,272.458
18,15,2026-12,272.458
18,16,2027-01,272.458
18,17,2027-02,272.458
18,18,2027-03,272.458
19,1,2025-10,272.458
19,2,2025-11,272.458
19,3,2025-12,272.458
19,4,2026-01,272.458
19,5,2026-02,272.458
19,6,2026-03,272.458
19,7,2026-04,272.458
19,8,2026-05,272.458
19,9,2026-06,272.458
19,10,2026-07,272.458
19,11,2026-08,272.458
19,12,2026-09,272.458
19,13,2026-10,272.458
19,14,2026-11,272.458
19,15,2026-12,272.458
19,16,2027-01,272.458
19,17,2027-02,272.458
19,18,2027-03,272.458
19,19,2027-04,272.458
20,1,2025-10,272.458
20,2,2025-11,272.458
20,3,2025-12,272.458
20,4,2026-01,272.458
20,5,2026-02,272.458
20,6,2026-03,272.458
20,7,2026-04,272.458
20,8,2026-05,272.458
20,9,2026-06,272.458
20,10,2026-07,272.458
20,11,2026-08,272.458
20,12,2026-09,272.458
20,13,2026-10,272.458
20,14,2026-11,272.458
20,15,2026-12,272.458
20,16,2027-01,272.458
20,17,2027-02,272.458
20,18,2027-03,272.458
20,19,2027-04,272.458
20,20,2027-05,272.458
21,1,2025-10,272.458
21,2,2025-11,272.458
21,3,2025-12,272.458
21,4,2026-01,272.458
21,5,2026-02,272.458
21,6,2026-03,272.458
21,7,2026-04,272.458
21,8,2026-05,272.458
21,9,2026-06,272.458
21,10,2026-07,272.458
21,11,2026-08,272.458
21,12,2026-09,272.458
21,13,2026-10,272.458
21,14,2026-11,272.458
21,15,2026-12,272.458
21,16,2027-01,272.458
21,17,2027-02,272.458
21,18,2027-03,272.458
21,19,2027-04,272.458
21,20,2027-05,272.458
21,21,2027-06,272.458
22,1,2025-10,272.458
22,2,2025-11,272.458
22,3,2025-12,272.458
22,4,2026-01,272.458
22,5,2026-02,272.458
22,6,2026-03,272.458
22,7,2026-04,272.458
22,8,2026-05,272.458
22,9,2026-06,272.458
22,10,2026-07,272.458
22,11,2026-08,272.458
22,12,2026-09,272.458
22,13,2026-10,272.458
22,14,2026-11,272.458
22,15,2026-12,272.458
22,16,2027-01,272.458
22,17,2027-02,272.458
22,18,2027-03,272.458
22,19,2027-04,272.458
22,20,2027-05,272.458
22,21,2027-06,272.458
22,22,2027-07,272.458
23,1,2025-10,272.458
23,2,2025-11,272.458
23,3,2025-12,272.458
23,4,2026-01,272.458
23,5,2026-02,272.458
23,6,2026-03,272.458
23,7,2026-04,272.458
23,8,2026-05,272.458
23,9,2026-06,272.458
23,10,2026-07,272.458
23,11,2026-08,272.458
23,12,2026-09,272.458
23,13,2026-10,272.458
23,14,2026-11,272.458
23,15,2026-12,272.458
23,16,2027-01,272.458
23,17,2027-02,272.458
23,18,2027-03,272.458
23,19,2027-04,272.458
23,20,2027-05,272.458
23,21,2027-06,272.458
23,22,2027-07,272.458
23,23,2027-08,272.458
24,1,2025-10,272.458
24,2,2025-11,272.458
24,3,2025-12,272.458
24,4,2026-01,272.458
24,5,2026-02,272.458
24,6,2026-03,272.458
24,7,2026-04,272.458
24,8,2026-05,272.458
24,9,2026-06,272.458
24,10,2026-07,272.458
24,11,2026-08,272.458
24,12,2026-09,272.458
24,13,2026-10,272.458
24,14,2026-11,272.458
24,15,2026-12,272.458
24,16,2027-01,272.458
24,17,2027-02,272.458
24,18,2027-03,272.458
24,19,2027-04,272.458
24,20,2027-05,272.458
24,21,2027-06,272.458
24,22,2027-07,272.458
24,23,2027-08,272.458
24,24,2027-09,272.458
25,1,2025-10,272.458
25,2,2025-11,272.458
25,3,2025-12,272.458
25,4,2026-01,272.458
25,5,2026-02,272.458
25,6,2026-03,272.458
25,7,2026-04,272.458
25,8,2026-05,272.458
25,9,2026-06,272.458
25,10,2026-07,272.458
25,11,2026-08,272.458
25,12,2026-09,272.458
25,13,2026-10,272.458
25,14,2026-11,272.458
25,15,2026-12,272.458
25,16,2027-01,272.458
25,17,2027-02,272.458
25,18,2027-03,272.458
25,19,2027-04,272.458
25,20,2027-05,272.458
25,21,2027-06,272.458
25,22,2027-07,272.458
25,23,2027-08,272.458
25,24,2027-09,272.458
25,25,2027-10,272.458
26,1,2025-10,272.458
26,2,2025-11,272.458
26,3,2025-12,272.458
26,4,2026-01,272.458
26,5,2026-02,272.458
26,6,2026-03,272.458
26,7,2026-04,272.458
26,8,2026-05,272.458
26,9,2026-06,272.458
26,10,2026-07,272.458
26,11,2026-08,272.458
26,12,2026-09,272.458
26,13,2026-10,272.458
26,14,2026-11,272.458
26,15,2026-12,272.458
26,16,2027-01,272.458
26,17,2027-02,272.458
26,18,2027-03,272.458
26,19,2027-04,272.458
26,20,2027-05,272.458
26,21,2027-06,272.458
26,22,2027-07,272.458
26,23,2027-08,272.458
26,24,2027-09,272.458
26,25,2027-10,272.458
26,26,2027-11,272.458
27,1,2025-10,272.458
27,2,2025-11,272.458
27,3,2025-12,272.458
27,4,2026-01,272.458
27,5,2026-02,272.458
27,6,2026-03,272.458
27,7,2026-04,272.458
27,8,2026-05,272.458
27,9,2026-06,272.458
27,10,2026-07,272.458
27,11,2026-08,272.458
27,12,2026-09,272.458
27,13,2026-10,272.458
27,14,2026-11,272.458
27,15,2026-12,272.458
27,16,2027-01,272.458
27,17,2027-02,272.458
27,18,2027-03,272.458
27,19,2027-04,272.458
27,20,2027-05,272.458
27,21,2027-06,272.458
27,22,2027-07,272.458
27,23,2027-08,272.458
27,24,2027-09,272.458
27,25,2027-10,272.458
27,26,2027-11,272.458
27,27,2027-12,272.458
28,1,2025-10,272.458
28,2,2025-11,272.458
28,3,2025-12,272.458
28,4,2026-01,272.458
28,5,2026-02,272.458
28,6,2026-03,272.458
28,7,2026-04,272.458
28,8,2026-05,272.458
28,9,2026-06,272.458
28,10,2026-07,272.458
28,11,2026-08,272.458
28,12,2026-09,272.458
28,13,2026-10,272.458
28,14,2026-11,272.458
28,15,2026-12,272.458
28,16,2027-01,272.458
28,17,2027-02,272.458
28,18,2027-03,272.458
28,19,2027-04,272.458
28,20,2027-05,272.458
28,21,2027-06,272.458
28,22,2027-07,272.458
28,23,2027-08,272.458
28,24,2027-09,272.458
28,25,2027-10,272.458
28,26,2027-11,272.458
28,27,2027-12,272.458
28,28,2028-01,272.458
29,1,2025-10,272.458
29,2,2025-11,272.458
29,3,2025-12,272.458
29,4,2026-01,272.458
29,5,2026-02,272.458
29,6,2026-03,272.458
29,7,2026-04,272.458
29,8,2026-05,272.458
29,9,2026-06,272.458
29,10,2026-07,272.458
29,11,2026-08,272.458
29,12,2026-09,272.458
29,13,2026-10,272.458
29,14,2026-11,272.458
29,15,2026-12,272.458
29,16,2027-01,272.458
29,17,2027-02,272.458
29,18,2027-03,272.458
29,19,2027-04,272.458
29,20,2027-05,272.458
29,21,2027-06,272.458
29,22,2027-07,272.458
29,23,2027-08,272.458
29,24,2027-09,272.458
29,25,2027-10,272.458
29,26,2027-11,272.458
29,27,2027-12,272.458
29,28,2028-01,272.458
29,29,2028-02,272.458
30,1,2025-10,272.458
30,2,2025-11,272.458
30,3,2025-12,272.458
30,4,2026-01,272.458
30,5,2026-02,272.458
30,6,2026-03,272.458
30,7,2026-04,272.458
30,8,2026-05,272.458
30,9,2026-06,272.458
30,10,2026-07,272.458
30,11,2026-08,272.458
30,12,2026-09,272.458
30,13,2026-10,272.458
30,14,2026-11,272.458
30,15,2026-12,272.458
30,16,2027-01,272.458
30,17,2027-02,272.458
30,18,2027-03,272.458
30,19,2027-04,272.458
30,20,2027-05,272.458
30,21,2027-06,272.458
30,22,2027-07,272.458
30,23,2027-08,272.458
30,24,2027-09,272.458
30,25,2027-10,272.458
30,26,2027-11,272.458
30,27,2027-12,272.458
30,28,2028-01,272.458
30,29,2028-02,272.458
30,30,2028-03,272.458
31,1,2025-10,272.458
31,2,2025-11,272.458
31,3,2025-12,272.458
31,4,2026-01,272.458
31,5,2026-02,272.458
31,6,2026-03,272.458
31,7,2026-04,272.458
31,8,2026-05,272.458
31,9,2026-06,272.458
31,10,2026-07,272.458
31,11,2026-08,272.458
31,12,2026-09,272.458
31,13,2026-10,272.458
31,14,2026-11,272.458
31,15,2026-12,272.458
31,16,2027-01,272.458
31,17,2027-02,272.458
31,18,2027-03,272.458
31,19,2027-04,272.458
31,20,2027-05,272.458
31,21,2027-06,272.458
31,22,2027-07,272.458
31,23,2027-08,272.458
31,24,2027-09,272.458
31,25,2027-10,272.458
31,26,2027-11,272.458
31,27,2027-12,272.458
31,28,2028-01,272.458
31,29,2028-02,272.458
31,30,2028-03,272.458
31,31,2028-04,272.458
32,1,2025-10,272.458
32,2,2025-11,272.458
32,3,2025-12,272.458
32,4,2026-01,272.458
32,5,2026-02,272.458
32,6,2026-03,272.458
32,7,2026-04,272.458
32,8,2026-05,272.458
32,9,2026-06,272.458
32,10,2026-07,272.458
32,11,2026-08,272.458
32,12,2026-09,272.458
32,13,2026-10,272.458
32,14,2026-11,272.458
32,15,2026-12,272.458
32,16,2027-01,272.458
32,17,2027-02,272.458
32,18,2027-03,272.458
32,19,2027-04,272.458
32,20,2027-05,272.458
32,21,2027-06,272.458
32,22,2027-07,272.458
32,23,2027-08,272.458
32,24,2027-09,272.458
32,25,2027-10,272.458
32,26,2027-11,272.458
32,27,2027-12,272.458
32,28,2028-01,272.458
32,29,2028-02,272.458
32,30,2028-03,272.458
32,31,2028-04,272.458
32,32,2028-05,272.458
33,1,2025-10,272.458
33,2,2025-11,272.458
33,3,2025-12,272.458
33,4,2026-01,272.458
33,5,2026-02,272.458
33,6,2026-03,272.458
33,7,2026-04,272.458
33,8,2026-05,272.458
33,9,2026-06,272.458
33,10,2026-07,272.458
33,11,2026-08,272.458
33,12,2026-09,272.458
33,13,2026-10,272.458
33,14,2026-11,272.458
33,15,2026-12,272.458
33,16,2027-01,272.458
33,17,2027-02,272.458
33,18,2027-03,272.458
33,19,2027-04,272.458
33,20,2027-05,272.458
33,21,2027-06,272.458
33,22,2027-07,272.458
33,23,2027-08,272.458
33,24,2027-09,272.458
33,25,2027-10,272.458
33,26,2027-11,272.458
33,27,2027-12,272.458
33,28,2028-01,272.458
33,29,2028-02,272.458
33,30,2028-03,272.458
33,31,2028-04,272.458
33,32,2028-05,272.458
33,33,2028-06,272.458
34,1,2025-10,272.458
34,2,2025-11,272.458
34,3,2025-12,272.458
34,4,2026-01,272.458
34,5,2026-02,272.458
34,6,2026-03,272.458
34,7,2026-04,272.458
34,8,2026-05,272.458
34,9,2026-06,272.458
34,10,2026-07,272.458
34,11,2026-08,272.458
34,12,2026-09,272.458
34,13,2026-10,272.458
34,14,2026-11,272.458
34,15,2026-12,272.458
34,16,2027-01,272.458
34,17,2027-02,272.458
34,18,2027-03,272.458
34,19,2027-04,272.458
34,20,2027-05,272.458
34,21,2027-06,272.458
34,22,2027-07,272.458
34,23,2027-08,272.458
34,24,2027-09,272.458
34,25,2027-10,272.458
34,26,2027-11,272.458
34,27,2027-12,272.458
34,28,2028-01,272.458
34,29,2028-02,272.458
34,30,2028-03,272.458
34,31,2028-04,272.458
34,32,2028-05,272.458
34,33,2028-06,272.458
34,34,2028-07,272.458
35,1,2025-10,272.458
35,2,2025-11,272.458
35,3,2025-12,272.458
35,4,2026-01,272.458
35,5,2026-02,272.458
35,6,2026-03,272.458
35,7,2026-04,272.458
35,8,2026-05,272.458
35,9,2026-06,272.458
35,10,2026-07,272.458
35,11,2026-08,272.458
35,12,2026-09,272.458
35,13,2026-10,272.458
35,14,2026-11,272.458
35,15,2026-12,272.458
35,16,2027-01,272.458
35,17,2027-02,272.458
35,18,2027-03,272.458
35,19,2027-04,272.458
35,20,2027-05,272.458
35,21,2027-06,272.458
35,22,2027-07,272.458
35,23,2027-08,272.458
35,24,2027-09,272.458
35,25,2027-10,272.458
35,26,2027-11,272.458
35,27,2027-12,272.458
35,28,2028-01,272.458
35,29,2028-02,272.458
35,30,2028-03,272.458
35,31,2028-04,272.458
35,32,2028-05,272.458
35,33,2028-06,272.458
35,34,2028-07,272.458
35,35,2028-08,272.458
36,1,2025-10,272.458
36,2,2025-11,272.458
36,3,2025-12,272.458
36,4,2026-01,272.458
36,5,2026-02,272.458
36,6,2026-03,272.458
36,7,2026-04,272.458
36,8,2026-05,272.458
36,9,2026-06,272.458
36,10,2026-07,272.458
36,11,2026-08,272.458
36,12,2026-09,272.458
36,13,2026-10,272.458
36,14,2026-11,272.458
36,15,2026-12,272.458
36,16,2027-01,272.458
36,17,2027-02,272.458
36,18,2027-03,272.458
36,19,2027-04,272.458
36,20,2027-05,272.458
36,21,2027-06,272.458
36,22,2027-07,272.458
36,23,2027-08,272.458
36,24,2027-09,272.458
36,25,2027-10,272.458
36,26,2027-11,272.458
36,27,2027-12,272.458
36,28,2028-01,272.458
36,29,2028-02,272.458
36,30,2028-03,272.458
36,31,2028-04,272.458
36,32,2028-05,272.458
36,33,2028-06,272.458
36,34,2028-07,272.458
36,35,2028-08,272.458
36,36,2028-09,272.458
